CVE-2014-8610
CVE-2014-8507
CVE-2014-7911
CVE-2013-7373
CVE-2011-3918
CVE-2011-1352
CVE-2011-1350
CVE-2011-1149
CVE-2011-0680
CVE-2010-4832
CVE-2010-4804
CVE-2010-1807
CVE-2009-2999
CVE-2009-2656
CVE-2009-2348
CVE-2009-1754
